labels,paths
1,/data/kaggle_3.27/additional/Type_1_v2/1189.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1193.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1197.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1200.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1204.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1213.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1214.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1217.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1219.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1223.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/123.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1236.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1238.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1242.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1243.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/125.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1251.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1253.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1254.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1257.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1259.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1263.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1267.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1276.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1277.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1278.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1281.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1298.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/13.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1304.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1307.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1311.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1313.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/132.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1324.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1325.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1329.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1333.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1339.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/134.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1361.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1363.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1367.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1369.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/137.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1370.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1374.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1377.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1392.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1396.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1402.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1404.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1405.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1408.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1411.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1412.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1417.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/142.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1422.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1428.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1429.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1439.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1445.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1449.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1452.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1455.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1465.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1466.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1472.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1474.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1476.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1488.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1491.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1493.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1495.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1499.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1503.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1504.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1506.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1507.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1516.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1518.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1523.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1526.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1535.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1538.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1539.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1541.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1547.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1548.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1556.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1562.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1565.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1566.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1568.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/157.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1570.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1574.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1580.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1596.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1601.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1612.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1615.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1626.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1633.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1635.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/164.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1642.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1645.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1651.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1661.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1666.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1671.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1676.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1694.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1695.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1704.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1706.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1707.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1713.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1716.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1717.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1722.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1725.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1728.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/173.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1730.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1732.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1736.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1737.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/174.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1746.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1769.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/177.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1774.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1775.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1779.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/178.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1781.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1785.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1789.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1790.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1791.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1793.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1797.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1798.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/18.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1800.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1801.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1804.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1807.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1814.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1822.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1826.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1828.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1831.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1832.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1853.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1863.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1871.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1877.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1885.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1922.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1924.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1928.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1930.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1932.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1936.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1939.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1941.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1949.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1953.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1956.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1958.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1959.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/196.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1977.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1987.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1990.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/1995.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2003.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2008.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2009.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2010.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2011.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2012.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2013.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/202.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2023.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2028.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2030.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2032.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2043.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2048.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2054.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2057.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2084.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2085.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2093.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2098.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2102.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2103.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2110.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2112.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2117.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/212.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2121.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2128.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2134.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2135.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2137.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2139.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2150.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2152.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2157.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2161.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2164.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2166.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2169.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2175.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2176.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2184.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2187.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2190.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2193.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2198.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2199.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2203.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2209.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/221.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2210.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/222.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2225.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2228.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2231.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2234.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2235.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2236.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2237.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2239.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2246.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2250.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2259.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2260.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2272.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2275.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2284.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2289.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/229.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2290.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/23.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/230.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2300.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2318.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2340.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2344.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2353.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2354.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2356.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2357.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2360.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2362.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2364.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2365.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2367.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2368.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/237.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2377.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2385.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2387.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2391.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2394.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2398.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2399.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2402.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2410.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2413.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2417.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2418.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2420.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2423.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2425.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2432.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2433.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2434.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2436.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2445.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2446.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2448.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2457.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/246.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2463.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2465.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2466.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2471.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2473.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2475.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2476.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2477.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2483.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2492.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2496.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/25.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2507.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2515.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2518.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2519.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/252.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2524.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2525.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2546.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2551.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2554.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2569.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/257.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2574.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2575.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2588.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2590.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2596.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2597.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2598.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2604.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/262.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2622.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/263.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2630.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2633.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2641.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2644.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/265.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2654.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2659.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2664.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2668.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2682.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2689.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/27.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/270.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2713.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2715.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2718.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2719.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/272.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2722.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2723.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2729.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2730.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2732.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2735.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2737.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2738.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2749.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2754.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2757.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2763.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2764.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2766.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2771.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2786.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2789.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2790.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/28.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2808.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2810.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2811.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2815.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2824.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2825.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2829.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2834.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2835.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2837.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2838.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2839.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2842.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2843.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2849.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2858.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2862.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2864.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2869.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2871.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2876.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2877.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2883.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2905.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2906.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2909.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/291.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2912.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2920.jpg
1,/data/kaggle_3.27/additional/Type_1_v2/2921.jpg
